380488,Er prügelte ihm die Seele aus dem Leib,11,1,1
346204,Sie sieht alles schwarz,11,2,2
225249,Sie stinkt vor Faulheit,11,4,3
71138,Er ist eine falsche Schlange,11,6,4
312959,Sie bricht ihm das Herz,11,7,5
251470,Sie gehen vor die Hunde,11,9,6
277687,Sie machte ihn zur Sau,11,20,7
239380,Er hat bei ihm verspielt,11,25,8
271619,Sie macht ihr die Hölle heiß,11,27,9
210141,Sie verpasste ihm einen Denkzettel,11,29,10
366341,Er kriegte eine Gänsehaut,22,31,11
39939,Er kommt über die Runden,22,39,12
329068,Es ist gehüpft wie gesprungen,22,42,13
401642,Sie setzen ihn auf freien Fuß,22,49,14
145702,Sie kommt auf einen Sprung herein,22,53,15
100350,Es ist in aller Munde,22,55,16
284721,Sie trägt das Herz auf der Zunge,22,56,17
334096,Er ist bekannt wie ein bunter Hund,22,57,18
357272,Er spitzte die Ohren,22,59,19
219208,Er ist ein alter Hase,22,60,20
110451,Er redete mit Engelszungen,33,61,21
214181,Sie hat Geld ohne Ende,33,64,22
304891,Er lässt sein Herz sprechen,33,65,23
385522,Er steht im Zenit seines Lebens,33,71,24
177940,Es wächst ihr ans Herz,33,72,25
22796,Es ist eine Augenweide,33,76,26
13734,Sie eroberte sein Herz,33,80,27
374420,Er grinst über beide Ohren,33,85,28
301852,Sie ist fit wie ein Turnschuh,33,86,29
459030,Er ist bis über beide Ohren verliebt,33,88,30
195044,Sie wird dafür hart bestraft,44,94,31
448956,Er verliert seine Arbeit,44,97,32
361312,Er hintergeht sie,44,98,33
170911,Sie macht sich Sorgen um ihre Zukunft,44,101,34
307925,Er ist überheblich,44,102,35
36905,Ihm ist übel geworden,44,104,36
81234,Sie ist unfähig,44,106,37
123542,Sie ist überarbeitet,44,110,38
54035,Sie ist schlechter Stimmung,44,113,39
120509,Er kann das nicht mehr leiden,44,115,40
182970,Es war ein ganz normaler Tag,55,125,41
140673,Sie überlegt sich wie sie weitermachen kann,55,128,42
103384,Es hat nichts damit zu tun,55,131,43
268591,Sie haben einen Bericht geschrieben,55,132,44
228284,Die Beschreibung des Projektes ist jetzt verfügbar,55,136,45
422777,Alles läuft wie immer,55,138,46
33865,Sie bekommt einen Auftrag,55,140,47
126576,Es wurde heute aufgeräumt,55,143,48
232317,Er bereitet sich darauf vor,55,144,49
163838,Sie plant eine Zugfahrt,55,148,50
246436,Das hat viele Vorteile,66,152,51
205107,Sie lernte es mühelos,66,156,52
408674,Sie fühlt sich sorglos,66,158,53
413705,Sie veranstalten eine Party für ihn,66,159,54
43973,Sie reagierte enthusiastisch auf den Vorschlag,66,160,55
439859,Er fühlt sich entspannt und locker,66,162,56
243408,Sie fühlt sich gesund und aktiv,66,170,57
136644,Sie freut sich auf den Urlaub,66,173,58
129610,Er ist total zufrieden mit sich,66,179,59
442888,Sie ist überglücklich deswegen,66,180,60
235346,### #### #### #########,77,181,71
202077,### #### ########,77,185,
340136,#### ###### ######,77,190,
155776,### ####### #### ###,77,192,
264550,## ### ##### ############,77,194,
445922,#### ## ### ##### #####,77,197,
416745,### ### #### ### ###### ## ####,77,199,
377454,### ###### ### ##### ###,77,200,
296817,## ### ######### #####,77,204,
47001,### ##### ##### ## ### ###### ####,77,209,
256510,### ####### #### ### ######,77,211,
78202,## ### ## ######### ###### ### #####,77,213,
398602,### ###### #######,77,215,
274653,## ### ### ### ### ### ####### ##,77,217,
343171,## #### ##### ##########,77,221,
453990,### ##### ### ####### ####,77,226,
117480,#### ###### #########,77,233,
97309,#### ##### ##### ### ########,77,235,
106417,### ### ##### #############,77,238,
158804,## ## ##########,77,239,
287749,### ### #########,77,240,
189009,## ### ####### #######,77,242,
16763,### ####### #### ##### #### ############,77,245,
325034,## ### ##### ######## ##### #########,77,246,
75173,### ### #########,77,247,
89269,## ### #### ###### ### ### ########## ##,77,250,
290783,#### #### ##### ##########,77,255,
166878,### #### ##### ##### #####,77,258,
318999,## ### ####### ##### ######,77,265,
65099,### ####### ###### ########### ##,77,269,
1626,Sie hat etwas vor,99,271,61
4660,Es stört keinen großen Geist,99,274,62
7694,Stört es jemanden?,88,909,63
26831,Ist es schön anzusehen?,88,910,64
58064,Ist sie fröhlich?,88,911,65
149741,Bleibt sie nur kurz?,88,912,66
350237,Ist sie pessimistisch?,88,913,67
369381,Haben sich seine Körperhärchen aufgerichtet?,88,914,68
391561,Ist er ein Kleinkind?,88,915,69
430813,Hat sich etwas geändert?,88,916,70
