151739,Er führt Böses im Schilde,11,8,1
219218,Er feuerte ihn,11,10,2
184967,Ihr läuft die Galle über,11,13,3
409618,Er hat einen an der Birne,11,15,4
262547,Er bringt sie zur Weißglut,11,16,5
378379,Er platzt vor Neid,11,18,6
296787,Sie spuckte Gift und Galle,11,19,7
382413,Sie geht an die Decke,11,23,8
141649,Er lässt kein gutes Haar daran,11,26,9
124540,Er benimmt sich wie ein Elefant im Porzellanladen,11,28,10
98363,Sie redet nicht um den heißen Brei,22,33,11
91295,Er plaudert aus dem Nähkästchen,22,35,12
332053,Sie baut Luftschlösser,22,37,13
320953,Er träumt in den Tag hinein,22,38,14
103392,Sie legt nicht jedes Wort auf die Goldwaage,22,41,15
405583,Sie wägt ihre Worte ab,22,43,16
358271,Sie lassen Gras über die Sache wachsen,22,45,17
10725,Er schüttet ihr sein Herz aus,22,51,18
346168,Es steht noch in den Sternen,22,52,19
167837,Er lässt sich deswegen keine grauen Haare wachsen,22,54,20
307856,Sie lacht aus vollem Hals,33,67,21
45993,Es passt wie die Faust aufs Auge,33,68,22
243422,Mir fällt ein Stein vom Herzen,33,75,23
292759,Er hegt einen Traum,33,77,24
117505,Sie ist unsterblich verliebt,33,78,25
111470,Er hat einen guten Draht zu ihm,33,79,26
196053,Er folgt der Stimme seines Herzens,33,81,27
108431,Er ist Feuer und Flamme,33,82,28
144678,Sie ist die Ehrlichkeit in Person,33,83,29
85265,Er hat Schmetterlinge im Bauch,33,87,30
193024,Er fällt durch die Abschlussprüfung,44,95,31
355231,Sie hat lange darunter gelitten,44,96,32
129568,Er ist wütend auf sie,44,103,33
174904,Er fühlt sich nicht wohl,44,107,34
337094,Das ist eine traurige Geschichte,44,108,35
448887,Er ist ein anstrengender Mensch,44,111,36
67157,Sie hat einen Schnupfen,44,112,37
317924,Er hat seine Gelegenheit leider verpasst,44,114,38
414647,Sie ist davon verwirrt,44,116,39
94329,Er geht kaum noch aus dem Haus,44,118,40
211156,Es macht keinen Unterschied für ihn,55,124,41
266582,Er ist darauf neutral,55,133,42
451920,Sie denkt über die Vor- und Nachteile nach,55,134,43
78225,Er schreibt seine Gedanken auf,55,137,44
288730,Sie beschäftigt sich mit dem Thema,55,142,45
249450,Es ist nicht so schwierig,55,145,46
161801,Sie ist nun ruhig,55,146,47
350203,Er merkt wie sich die Sachen entwickeln,55,147,48
225280,Sie versteht was er meint,55,149,49
137608,Sie strukturiert ihre Arbeit,55,150,50
18793,Sie schaffen das ganz gut,66,151,51
395522,Sie genießt ihre Freizeit,66,164,52
61089,Er freundet sich mit ihm an,66,165,53
281690,Das war eine schöne Erinnerung,66,166,54
222246,Er wird freundlich aufgenommen,66,167,55
41964,Er gewinnt neues Selbstvertrauen,66,169,56
13759,Sie wird herzlich begrüßt,66,171,57
7692,Sie verbrachten ein entspanntes Wochenende,66,172,58
37924,Er genießt die Gesellschaft,66,176,59
215190,Sie verwirklicht nun ihren Wunsch,66,178,60
304815,####### ### ###### ######### ##### ####,77,183,71
445853,#### ##### #### #####,77,184,
55061,### #### ##### ######## #### ###,77,186,
170871,##### ##### ##### ##### #### ####,77,189,
32896,#### ###### ####### #####,77,191,
276650,### #### #### ### ######,77,193,
188996,### ##### ### ##### ####,77,195,
64123,## ##### ### #####,77,198,
418686,### ##### ### #### #######,77,201,
327020,### #### ## ### #####,77,202,
28867,### ### ##### ### #### #####,77,203,
229314,## ### ### ### #########,77,205,
323987,### ####### #### ### ### ######## ### #########,77,206,
392483,### ##### ##### ##### ##### #### ### ##### ######,77,207,
256519,### ##### ##### ### ### ## ######,77,219,
459955,### ### ## ### ##### ###### #####,77,224,
177933,### ### ##### #########,77,227,
200087,#### #### ### ##### ### #####,77,229,
310890,### ##### #### ##### ####,77,243,
158773,### ### ##### ######## ###########,77,244,
428744,### ### ######### ### #####,77,249,
366304,#### ### ########## #########,77,252,
442819,### #### ### ##### ######## ##,77,253,
399555,#### ###### ###### #######,77,256,
24833,### ### ########## ##########,77,257,
425714,## #### #### #####,77,259,
387442,## ###### ###############,77,262,
252485,### ###### ##### ######## #########,77,263,
148711,## ######## ##### #####,77,264,
232343,### ##### ####### ### ### ### ######### #####,77,267,
4658,Es hat viel damit zu tun,99,273,61
1624,Sie ist sehr konzentriert,99,276,62
49021,Passt es sehr gut zusammen?,88,901,63
71191,Läuft ihre Nase?,88,902,64
206116,Wurden dir soeben kleine Kreise gezeigt?,88,903,65
237377,Hast du soeben eine Buchstabenreihe gelesen?,88,904,66
269610,Hat er etwas dagegen?,88,905,67
341134,Ist die Geschichte witzig?,88,906,68
373345,Hast du soeben viele Rautezeichen gesehen?,88,907,69
434779,Wurden dir soeben Rautezeichen präsentiert?,88,908,70
